 ,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sale Amount,Cost Price,Profit,Payment Mode,Delivery Status,Auto Reorder,Reorder Quantity,Supplier Name,Supplier Email,Stock Left
ORD1107,03-08-2024,10-08-2024,CUST857,Christopher Russell,Consumer,PROD1196,Stapler,Office Supplies,South,Alaska,North William,4,1353,20,4329.6,2631.9,1697.7,Debit Card,Delivered,No,0,"Avery, Green and Walker",megan41@example.com,28
ORD1108,28-08-2025,31-08-2025,CUST185,Laura Lutz,Home Office,PROD1885,Cooking Oil,Grocery,East,New Hampshire,Port Deborah,6,1623,15,8277.3,6424.06,1853.24,Credit Card,Returned,No,0,Welch Ltd,taylorcaitlyn@example.com,34
ORD1109,14-03-2024,19-03-2024,CUST795,Charles Jacobs,Consumer,PROD2189,Calculator,Office Supplies,South,Wyoming,Robinsonborough,6,3242,20,15561.6,10693.24,4868.36,Debit Card,Delivered,No,0,"Gallegos, Parsons and Davidson",jessicathompson@example.com,29
ORD1110,21-06-2025,26-06-2025,CUST604,Thomas White,Home Office,PROD1762,Sugar,Grocery,East,Ohio,South Jill,4,884,0,3536,2198.03,1337.97,Cash,Cancelled,No,0,"Miller, Jordan and Gill",glopez@example.org,45
ORD1111,15-07-2025,16-07-2025,CUST103,Lisa Ward,Home Office,PROD5223,Office Chair,Furniture,East,North Carolina,Lake Peterton,7,3031,20,16973.6,10759.27,6214.33,Credit Card,Delivered,No,0,Chung LLC,chrisfox@example.org,35
ORD1112,06-10-2024,09-10-2024,CUST443,Sarah Martinez,Consumer,PROD4815,Rice Bag,Grocery,East,Mississippi,Coxburgh,7,1979,5,13160.35,10085.57,3074.78,Cash,Pending,No,0,Gonzalez-Richardson,rward@example.org,43
ORD1113,16-12-2023,20-12-2023,CUST969,Kelly Powell,Home Office,PROD2560,Sugar,Grocery,East,Mississippi,Gateshaven,1,4704,0,4704,3087.9,1616.1,Cash,Cancelled,Yes,20,"Alexander, Wolfe and Watkins",alvarezdanielle@example.com,2
ORD1114,09-11-2024,13-11-2024,CUST717,Eric Hill,Corporate,PROD4664,Monitor,Electronics,East,Illinois,Blairhaven,9,4325,10,35032.5,21640.17,13392.33,Cash,Returned,Yes,33,Williams-Ramos,byrdallen@example.com,0
ORD1115,13-03-2024,18-03-2024,CUST199,Evan Wilson,Home Office,PROD2274,Study Table,Furniture,West,Georgia,Banksburgh,1,2264,5,2150.8,1363.38,787.42,Debit Card,Pending,Yes,22,Colon-Barrett,johnlyons@example.com,9
ORD1116,28-04-2025,03-05-2025,CUST132,Vincent Dickerson,Consumer,PROD1810,Headphones,Electronics,East,Arizona,North Jennyville,9,2755,10,22315.5,19195.62,3119.88,UPI,Pending,No,0,"Jensen, Solis and Nelson",fordmelissa@example.net,46
ORD1117,09-09-2024,10-09-2024,CUST253,Brooke Buchanan,Corporate,PROD3356,Laptop,Electronics,East,Vermont,Toddshire,7,3959,20,22170.4,19654.75,2515.65,Debit Card,Pending,No,0,Carpenter-Williams,brownjeffrey@example.org,20
ORD1118,12-05-2025,19-05-2025,CUST940,Dylan Gill,Consumer,PROD4885,Juice Pack,Grocery,East,New York,Lake Ashleyside,3,826,0,2478,1857.43,620.57,Cash,Returned,Yes,30,"Smith, Cruz and Burton",george53@example.com,6
ORD1119,15-11-2023,19-11-2023,CUST822,Joseph Hamilton,Consumer,PROD2069,Sugar,Grocery,North,Kansas,Lake Ericmouth,8,2001,5,15207.6,13168.34,2039.26,Net Banking,Cancelled,No,0,"Lamb, Burns and Dixon",fschneider@example.net,31
ORD1120,19-09-2024,23-09-2024,CUST995,Jason Campbell,Corporate,PROD7210,Rice Bag,Grocery,West,Texas,Lake Margaretburgh,7,1289,15,7669.55,6291.35,1378.2,Credit Card,Delivered,No,0,"Nelson, Ibarra and Diaz",jill66@example.com,39
ORD1121,07-05-2025,09-05-2025,CUST546,Angela Green,Home Office,PROD9780,Sofa,Furniture,North,Wisconsin,South Lauratown,10,2900,0,29000,18952.3,10047.7,Debit Card,Returned,No,0,Valdez Ltd,jason08@example.org,26
ORD1122,18-02-2024,21-02-2024,CUST917,Jason Huffman,Home Office,PROD1922,Rice Bag,Grocery,North,Louisiana,Nicholsland,7,4535,0,31745,26643.88,5101.12,UPI,Returned,No,0,Ray-Jensen,lindarice@example.org,21
ORD1123,07-08-2024,13-08-2024,CUST515,Deborah Escobar,Home Office,PROD9638,File Folder,Office Supplies,South,Connecticut,Vanessamouth,9,1892,20,13622.4,10620.11,3002.29,Credit Card,Cancelled,Yes,39,Hughes-Villegas,veronicascott@example.net,0
ORD1124,14-10-2024,18-10-2024,CUST451,Julia Garrett,Home Office,PROD4765,File Folder,Office Supplies,West,Nevada,Haleyburgh,8,3099,5,23552.4,20293.41,3258.99,Credit Card,Returned,No,0,Adams PLC,bmooney@example.org,16
ORD1125,09-07-2025,13-07-2025,CUST393,Elizabeth Williams,Corporate,PROD6875,Pen,Office Supplies,West,Illinois,West Tylerland,10,462,15,3927,3120.47,806.53,UPI,Cancelled,Yes,41,Buck-Moore,keithroberts@example.com,7
ORD1126,18-08-2024,25-08-2024,CUST939,Patricia Decker,Home Office,PROD8701,Stapler,Office Supplies,East,North Dakota,Lake Julie,9,992,5,8481.6,5610.01,2871.59,Net Banking,Cancelled,No,0,Cabrera-Smith,ronnie39@example.org,12
ORD1127,26-04-2025,28-04-2025,CUST403,Anna Johnson,Home Office,PROD2170,Bookshelf,Furniture,South,Alabama,Fordview,8,1627,0,13016,9577.94,3438.06,Debit Card,Delivered,No,0,Fritz-Caldwell,jason68@example.com,32
ORD1128,20-07-2025,23-07-2025,CUST246,Philip Vance,Consumer,PROD2281,Dining Table,Furniture,West,Louisiana,Michelleville,8,2386,10,17179.2,14210,2969.2,Debit Card,Delivered,No,0,"Foster, Snyder and Clark",michael46@example.org,48
ORD1129,22-10-2025,29-10-2025,CUST374,Jay Vargas,Corporate,PROD4302,Juice Pack,Grocery,East,South Carolina,Lake Kimberlychester,6,4228,20,20294.4,17081.06,3213.34,UPI,Returned,No,0,"Haas, Davies and Terry",romerochad@example.net,48
ORD1130,19-02-2025,22-02-2025,CUST334,Jane Brown,Consumer,PROD2893,Rice Bag,Grocery,South,Missouri,Port Calvinfort,3,3729,20,8949.6,5659.01,3290.59,UPI,Pending,No,0,"Love, Perry and Taylor",sarahpalmer@example.net,22
ORD1131,19-08-2025,26-08-2025,CUST754,Lori West,Corporate,PROD3000,Study Table,Furniture,South,New Hampshire,Michaelfurt,2,1897,20,3035.2,2042.63,992.57,UPI,Returned,No,0,"Andersen, Reynolds and Keller",bhunt@example.com,14
ORD1132,16-12-2024,19-12-2024,CUST911,Debbie Mcdaniel,Home Office,PROD6139,File Folder,Office Supplies,South,Nevada,Port Kayla,8,2655,20,16992,15040.26,1951.74,UPI,Cancelled,No,0,Brown-Fletcher,garnerjoy@example.org,42
ORD1133,05-01-2024,07-01-2024,CUST306,Jon Reyes,Home Office,PROD1487,Mouse,Electronics,South,New Jersey,New Lauraview,10,3546,10,31914,27307.03,4606.97,Debit Card,Pending,No,0,Mcfarland Ltd,danielwashington@example.org,20
ORD1134,22-03-2024,28-03-2024,CUST316,Laura Day,Consumer,PROD2914,Rice Bag,Grocery,North,North Dakota,South Elijah,4,3484,15,11845.6,9508.99,2336.61,Credit Card,Returned,No,0,Torres Ltd,martinezdebra@example.com,47
ORD1135,01-03-2025,03-03-2025,CUST352,Brooke Martin,Consumer,PROD4503,Sofa,Furniture,North,Tennessee,East Tammy,8,581,20,3718.4,2852.92,865.48,Debit Card,Returned,No,0,Smith-Wright,pjames@example.org,36
ORD1136,23-02-2024,24-02-2024,CUST525,Bill Stone,Consumer,PROD2019,Bookshelf,Furniture,North,Mississippi,Colefort,2,2154,5,4092.6,2908.78,1183.82,Net Banking,Returned,Yes,29,Soto PLC,sosalisa@example.net,0
ORD1137,23-09-2025,27-09-2025,CUST897,James Gutierrez,Home Office,PROD9708,Rice Bag,Grocery,South,Vermont,Lake Catherinefort,10,471,5,4474.5,3098.31,1376.19,UPI,Cancelled,No,0,Miller PLC,luis88@example.net,35
ORD1138,27-12-2023,30-12-2023,CUST254,Russell Fowler,Corporate,PROD4905,Snacks,Grocery,East,Vermont,South Paul,5,766,0,3830,2481.98,1348.02,Cash,Delivered,Yes,37,Taylor-Smith,weaverfred@example.net,0
ORD1139,22-02-2024,29-02-2024,CUST429,Pamela Gallagher,Home Office,PROD4146,Notebook,Office Supplies,West,West Virginia,Danielburgh,7,1686,20,9441.6,6884.33,2557.27,Credit Card,Cancelled,No,0,Christian-Potter,howardsusan@example.com,36
ORD1140,11-05-2025,17-05-2025,CUST664,Jason Larsen,Corporate,PROD2469,Mouse,Electronics,North,Texas,Nicoleborough,2,4557,0,9114,5690.67,3423.33,Debit Card,Pending,No,0,"Jones, Nunez and Lee",tammyhunter@example.org,18
ORD1141,03-06-2024,10-06-2024,CUST811,Sharon Reese,Corporate,PROD6574,Study Table,Furniture,West,Mississippi,Nicolemouth,9,2660,10,21546,17060.41,4485.59,Cash,Returned,No,0,Arias Ltd,christopher24@example.net,50
ORD1142,27-06-2025,04-07-2025,CUST539,Jeffrey Arnold,Corporate,PROD8693,Pen,Office Supplies,East,North Dakota,West Lauraview,5,1671,15,7101.75,4842.85,2258.9,Cash,Returned,No,0,Phillips LLC,xallen@example.org,44
ORD1143,18-03-2025,19-03-2025,CUST303,Taylor Moss,Consumer,PROD6635,Notebook,Office Supplies,South,South Dakota,South Ashley,8,3977,15,27043.6,23409.19,3634.41,Cash,Cancelled,No,0,"Moss, Weaver and Parker",joshuamoyer@example.com,37
ORD1144,24-02-2024,29-02-2024,CUST808,Justin Young,Consumer,PROD2399,Notebook,Office Supplies,North,Vermont,Port Georgemouth,4,2231,20,7139.2,6182.11,957.09,Cash,Delivered,No,0,Ritter-Hart,matthew19@example.com,30
ORD1145,03-03-2025,06-03-2025,CUST276,Dennis Payne,Home Office,PROD4770,Study Table,Furniture,East,Nevada,East Jasonborough,6,1833,0,10998,8815.28,2182.72,Credit Card,Returned,Yes,40,"Montoya, Adams and Green",millermichele@example.net,4
ORD1146,12-10-2024,14-10-2024,CUST612,Dana Scott,Consumer,PROD8702,Sugar,Grocery,South,Georgia,East Rebecca,9,1607,20,11570.4,8015.72,3554.68,Credit Card,Cancelled,No,0,Mann-Dixon,martinezmaureen@example.org,10
ORD1147,21-04-2024,27-04-2024,CUST745,Larry Hodges,Consumer,PROD8477,Study Table,Furniture,North,South Dakota,Alanmouth,8,3402,0,27216,18710.78,8505.22,Credit Card,Returned,Yes,43,Meyers PLC,brownleslie@example.net,8
ORD1148,27-08-2024,01-09-2024,CUST461,Tammy Spencer,Consumer,PROD9062,Juice Pack,Grocery,North,Florida,Rebeccaton,6,2677,0,16062,14069.91,1992.09,UPI,Pending,Yes,41,Floyd Ltd,annaleonard@example.org,2
ORD1149,01-11-2025,05-11-2025,CUST103,Michael Hunter,Corporate,PROD9369,Stapler,Office Supplies,South,Alabama,Jonathanhaven,8,993,20,6355.2,5686.47,668.73,UPI,Delivered,No,0,"Roberson, Griffin and Jimenez",moralesmichael@example.org,44
ORD1150,26-06-2024,03-07-2024,CUST821,Kaitlyn Harvey,Consumer,PROD5261,Bookshelf,Furniture,West,Missouri,Neilborough,9,3395,10,27499.5,21673.22,5826.28,Debit Card,Returned,No,0,Richardson PLC,lindasantiago@example.org,41
ORD1151,15-03-2024,17-03-2024,CUST521,Elizabeth Moore,Corporate,PROD7483,Monitor,Electronics,North,Maryland,West Deannabury,6,3437,20,16497.6,14058.88,2438.72,Cash,Returned,No,0,Aguilar-Chavez,hharmon@example.net,43
ORD1152,29-07-2025,31-07-2025,CUST112,Nancy Hunter,Corporate,PROD4038,Monitor,Electronics,South,New Hampshire,Port Valerieview,5,106,15,450.5,371.02,79.48,Cash,Delivered,No,0,Reed Inc,caitlin54@example.com,24
ORD1153,31-01-2025,07-02-2025,CUST142,Sheryl Holmes,Corporate,PROD7215,Study Table,Furniture,North,Connecticut,New Dawnbury,8,3487,5,26501.2,17214.62,9286.58,Cash,Delivered,No,0,Zuniga-Ramirez,isanchez@example.org,40
ORD1154,28-10-2025,02-11-2025,CUST834,Rodney Valencia,Corporate,PROD7743,Sugar,Grocery,West,California,Port Kathleen,6,1710,20,8208,5934.94,2273.06,UPI,Cancelled,No,0,Gordon Ltd,john14@example.net,48
ORD1155,16-06-2025,18-06-2025,CUST474,Jennifer Boyle,Corporate,PROD6718,Notebook,Office Supplies,North,New Jersey,New Amandamouth,1,2560,15,2176,1589.46,586.54,Debit Card,Delivered,No,0,"Colon, Nguyen and Ryan",pjohnson@example.com,31
ORD1156,27-02-2024,03-03-2024,CUST394,Sean Lang,Consumer,PROD3713,Juice Pack,Grocery,East,Utah,Port Abigailmouth,9,2495,5,21332.25,15386.27,5945.98,Cash,Returned,No,0,Williams Group,rwebster@example.org,33
ORD1157,09-05-2025,12-05-2025,CUST332,Kathleen Palmer,Consumer,PROD6942,Cooking Oil,Grocery,East,Utah,North Tina,3,416,0,1248,890.29,357.71,Debit Card,Pending,No,0,"Winters, Porter and Martin",robbinsgregory@example.org,50
ORD1158,30-04-2024,05-05-2024,CUST406,Pamela Martinez,Corporate,PROD6591,Sugar,Grocery,South,Georgia,Chambersfurt,1,1041,10,936.9,657.03,279.87,Net Banking,Returned,No,0,Jones-Greene,allenjill@example.com,16
ORD1159,21-02-2025,28-02-2025,CUST664,Devon Flores,Corporate,PROD7731,Pen,Office Supplies,North,Maine,Julieport,10,2595,5,24652.5,21356.02,3296.48,Cash,Returned,No,0,"Carr, Diaz and Jennings",abrown@example.net,30
ORD1160,15-07-2024,16-07-2024,CUST227,Peter Mathews,Consumer,PROD7023,Bookshelf,Furniture,North,Kansas,New Cindyville,5,2212,10,9954,6864.59,3089.41,Net Banking,Delivered,No,0,Salinas PLC,denise54@example.com,28
ORD1161,27-02-2025,02-03-2025,CUST413,Carrie Hodges,Corporate,PROD4239,Bookshelf,Furniture,East,Alaska,Millerbury,4,210,5,798,518.24,279.76,Net Banking,Returned,No,0,Thompson-Oliver,kennedypatricia@example.org,35
ORD1162,15-07-2024,16-07-2024,CUST268,Benjamin Pearson,Consumer,PROD6848,Headphones,Electronics,East,Oklahoma,East Raymond,4,1964,15,6677.6,4715.84,1961.76,Cash,Pending,No,0,"Castillo, Smith and Kim",haroldperez@example.org,32
ORD1163,28-03-2025,02-04-2025,CUST945,Kimberly Jones,Consumer,PROD3983,Snacks,Grocery,West,Missouri,New Timothychester,3,1643,20,3943.2,3289.45,653.75,Net Banking,Delivered,Yes,23,White Ltd,dixonandrew@example.org,5
ORD1164,08-03-2025,12-03-2025,CUST113,Brian Fisher,Corporate,PROD4879,Calculator,Office Supplies,South,Tennessee,North April,9,788,5,6737.4,4918.17,1819.23,Debit Card,Pending,No,0,"Williams, Powell and Yoder",gregoryramirez@example.net,18
ORD1165,02-04-2024,04-04-2024,CUST457,Ellen Burns,Home Office,PROD9075,Notebook,Office Supplies,North,Iowa,Hunterland,8,1935,0,15480,12177.23,3302.77,UPI,Delivered,No,0,"Howard, Greer and Harris",ygill@example.org,23
ORD1166,22-04-2024,26-04-2024,CUST827,Mark Fields,Corporate,PROD4620,Laptop,Electronics,West,Maryland,East Oscarmouth,1,2280,15,1938,1385.89,552.11,Net Banking,Delivered,No,0,Vasquez-Harris,richardrobinson@example.net,23
ORD1167,03-02-2024,05-02-2024,CUST292,Andrew Cox,Consumer,PROD2316,Snacks,Grocery,East,Ohio,Stephaniestad,5,3558,10,16011,9812.88,6198.12,UPI,Pending,No,0,"Walters, Garcia and Lynch",margaretmartin@example.org,24
ORD1168,27-09-2024,30-09-2024,CUST680,Mark Gay,Consumer,PROD9112,Rice Bag,Grocery,East,Alabama,Lake William,3,1527,20,3664.8,3059.03,605.77,Credit Card,Pending,Yes,47,Ward Inc,hailey41@example.org,1
ORD1169,16-01-2024,18-01-2024,CUST424,Jeffrey Torres,Consumer,PROD4801,Juice Pack,Grocery,East,California,Port Zachary,5,3783,0,18915,12001.57,6913.43,Debit Card,Delivered,No,0,Flores PLC,steven02@example.com,33
ORD1170,25-01-2024,26-01-2024,CUST346,Renee Smith,Consumer,PROD5040,Notebook,Office Supplies,West,Missouri,Port Melissa,10,505,0,5050,3250.72,1799.28,UPI,Returned,No,0,Roman-Brown,elizabethchristian@example.com,50
ORD1171,09-10-2025,12-10-2025,CUST157,Michael Carter,Corporate,PROD2700,Study Table,Furniture,North,West Virginia,South Diana,10,1076,0,10760,9068.59,1691.41,Net Banking,Cancelled,Yes,30,"Martinez, Shaw and Rasmussen",creyes@example.org,4
ORD1172,10-08-2024,15-08-2024,CUST378,Julia Smith,Corporate,PROD5449,Mouse,Electronics,East,Washington,New Robert,8,3962,0,31696,23813.03,7882.97,Credit Card,Cancelled,No,0,Jones-Jackson,gallagheraustin@example.org,33
ORD1173,08-06-2025,11-06-2025,CUST652,Christina George,Consumer,PROD4073,Sofa,Furniture,North,Oregon,Laurenland,3,2702,0,8106,7075.45,1030.55,UPI,Returned,Yes,34,Scott and Sons,kristinolson@example.org,4
ORD1174,13-03-2024,17-03-2024,CUST370,Stacy Sutton,Home Office,PROD2078,Sofa,Furniture,East,Louisiana,Olivershire,9,3319,5,28377.45,22707.2,5670.25,UPI,Cancelled,No,0,Wolf and Sons,brianaustin@example.com,40
ORD1175,09-04-2025,10-04-2025,CUST869,Christina Gray,Corporate,PROD8814,Dining Table,Furniture,East,South Carolina,Austinhaven,3,791,20,1898.4,1617.99,280.41,Net Banking,Returned,No,0,Underwood Ltd,gonzalezkimberly@example.org,10
ORD1176,20-07-2025,21-07-2025,CUST313,Latoya Smith,Consumer,PROD5438,File Folder,Office Supplies,South,California,Justinchester,8,2736,0,21888,16974.99,4913.01,Net Banking,Cancelled,No,0,Anderson Group,james54@example.com,46
ORD1177,19-09-2024,21-09-2024,CUST305,Ryan Perez,Consumer,PROD6079,Rice Bag,Grocery,West,Mississippi,Shaneport,5,3020,20,12080,8242.26,3837.74,Cash,Pending,No,0,Patrick-Fox,kperez@example.org,13
ORD1178,08-02-2024,14-02-2024,CUST219,Brent Vaughn,Corporate,PROD2955,Cooking Oil,Grocery,South,Idaho,Bensonport,8,4429,15,30117.2,19687.7,10429.5,Credit Card,Cancelled,No,0,"Sims, Baldwin and Anderson",tgarcia@example.net,27
ORD1179,13-11-2024,16-11-2024,CUST628,Perry Mays Jr.,Home Office,PROD4426,Calculator,Office Supplies,North,Florida,West Richard,4,3713,0,14852,9838.64,5013.36,UPI,Delivered,No,0,Harris Inc,patrick16@example.net,20
ORD1180,07-09-2024,13-09-2024,CUST890,Angela Hansen,Consumer,PROD7869,File Folder,Office Supplies,East,New York,West Dianachester,6,159,20,763.2,658.32,104.88,Credit Card,Returned,No,0,Mahoney Group,jfarmer@example.net,41
ORD1181,13-10-2025,17-10-2025,CUST818,Kimberly Stewart,Consumer,PROD3797,Bookshelf,Furniture,South,Arizona,Port Monica,9,2860,0,25740,16430.59,9309.41,Cash,Returned,No,0,"Williams, Miller and Williams",nicoleswanson@example.net,38
ORD1182,12-05-2024,18-05-2024,CUST420,Rodney Cunningham,Consumer,PROD3727,Calculator,Office Supplies,North,Minnesota,South Josephland,8,4768,20,30515.2,22337.81,8177.39,Cash,Cancelled,No,0,"Wallace, Mcclure and Roberts",rboyd@example.com,25
ORD1183,03-07-2024,06-07-2024,CUST164,Tracy Padilla MD,Corporate,PROD2965,Dining Table,Furniture,East,Virginia,Lake Nicoleburgh,5,206,0,1030,757.27,272.73,Debit Card,Delivered,No,0,Johnson Inc,nwhite@example.com,13
ORD1184,12-09-2025,16-09-2025,CUST319,Rhonda Aguilar,Consumer,PROD6561,Pen,Office Supplies,North,Wyoming,Donaldstad,4,100,0,400,300.66,99.34,Credit Card,Returned,No,0,Willis and Sons,justin68@example.com,45
ORD1185,06-02-2025,08-02-2025,CUST294,Destiny Williams,Corporate,PROD2533,Sugar,Grocery,West,Oklahoma,North Leeside,1,2876,20,2300.8,1537.58,763.22,UPI,Returned,No,0,"Anderson, Curtis and Ellis",nicoledavis@example.org,37
ORD1186,08-07-2025,13-07-2025,CUST621,Justin Howell,Corporate,PROD9162,Sugar,Grocery,West,Idaho,Silvamouth,7,216,15,1285.2,846.34,438.86,Credit Card,Cancelled,No,0,White LLC,fieldsjessica@example.org,38
ORD1187,28-11-2024,29-11-2024,CUST995,Leslie Lynch,Consumer,PROD4181,Calculator,Office Supplies,South,South Carolina,Harrisberg,9,1171,15,8958.15,6051.43,2906.72,Credit Card,Cancelled,Yes,27,Sutton-Vaughn,stuartdorsey@example.com,7
ORD1188,16-10-2025,23-10-2025,CUST418,Nicole Figueroa,Consumer,PROD9577,Stapler,Office Supplies,West,Alaska,Maryview,7,4935,20,27636,23687.8,3948.2,Cash,Returned,No,0,Maxwell-Harris,kwest@example.org,46
ORD1189,24-07-2025,28-07-2025,CUST857,Steven King,Consumer,PROD9498,Calculator,Office Supplies,North,Vermont,South John,3,1263,15,3220.65,2306.18,914.47,Net Banking,Cancelled,No,0,"Decker, Montes and Hall",garciajames@example.org,25
ORD1190,17-09-2025,23-09-2025,CUST425,Thomas Carroll,Consumer,PROD5416,Bookshelf,Furniture,West,Alaska,Elizabethmouth,4,691,10,2487.6,1997.21,490.39,Net Banking,Pending,No,0,"Heath, Perez and Mendez",joannaparsons@example.net,42
ORD1191,20-03-2024,22-03-2024,CUST682,Debra Hansen,Home Office,PROD2608,Cooking Oil,Grocery,West,Indiana,New Sara,6,1596,10,8618.4,7073.7,1544.7,Debit Card,Pending,No,0,Smith Ltd,gregorymorales@example.net,34
ORD1192,05-06-2025,09-06-2025,CUST459,Shelley Martinez,Home Office,PROD5465,Sofa,Furniture,North,Idaho,Wanghaven,1,1756,15,1492.6,927.42,565.18,Credit Card,Returned,Yes,37,"Ford, Richardson and Donovan",vargasrobert@example.com,4
ORD1193,02-03-2024,07-03-2024,CUST491,Marilyn Shaw,Consumer,PROD1369,Notebook,Office Supplies,North,West Virginia,Johnside,5,4836,10,21762,16590.04,5171.96,Cash,Delivered,No,0,Santana Inc,ylane@example.com,41
ORD1194,19-01-2025,23-01-2025,CUST506,Sean Lopez,Home Office,PROD1961,Monitor,Electronics,West,Mississippi,Patrickberg,3,706,10,1906.2,1213.76,692.44,Debit Card,Delivered,No,0,"Hess, Santiago and Sampson",lewisdavid@example.org,42
ORD1195,01-07-2024,02-07-2024,CUST921,Morgan Nelson,Corporate,PROD6497,Calculator,Office Supplies,North,Mississippi,Port Jessicaland,7,2983,0,20881,14573.41,6307.59,UPI,Returned,No,0,"Lopez, Carpenter and Lewis",velazquezmichael@example.org,42
ORD1196,24-09-2025,29-09-2025,CUST939,Christopher Herman,Consumer,PROD7116,Calculator,Office Supplies,East,Rhode Island,New Brandy,2,3205,0,6410,3929.58,2480.42,Cash,Cancelled,No,0,"Roberts, Butler and Patel",gibsonhayley@example.net,28
ORD1197,18-12-2023,22-12-2023,CUST962,Ms. Megan Hernandez,Consumer,PROD4482,Stapler,Office Supplies,North,Oregon,South Timothy,5,477,20,1908,1221.32,686.68,Cash,Cancelled,No,0,"Barrett, Casey and Shaffer",reillystephen@example.com,37
ORD1198,05-01-2025,11-01-2025,CUST352,Matthew Willis,Consumer,PROD3591,Office Chair,Furniture,South,New Hampshire,Samanthaville,9,2858,15,21863.7,16906.47,4957.23,Net Banking,Delivered,Yes,45,"Williamson, Walker and Jones",elainebrown@example.org,7
ORD1199,20-04-2025,21-04-2025,CUST607,Christopher Lowe,Corporate,PROD5140,Rice Bag,Grocery,South,Alaska,New Mary,9,3622,5,30968.1,26795.99,4172.11,Net Banking,Returned,No,0,Matthews-Koch,veronicajohnson@example.com,32
ORD1200,23-08-2024,30-08-2024,CUST696,Scott Banks,Corporate,PROD8240,Notebook,Office Supplies,South,Idaho,Floydtown,6,4862,20,23337.6,14667.98,8669.62,Cash,Cancelled,No,0,Duncan Ltd,stephanie70@example.com,18
ORD1201,01-03-2024,07-03-2024,CUST602,David Gilmore,Home Office,PROD4933,Stapler,Office Supplies,North,Rhode Island,Jamesstad,8,2603,10,18741.6,15726.03,3015.57,Net Banking,Pending,No,0,Smith Inc,hgraham@example.org,40
ORD1202,03-12-2024,04-12-2024,CUST137,Roger Wilson,Consumer,PROD9389,Sugar,Grocery,North,Nebraska,Scottmouth,2,1534,10,2761.2,2241.82,519.38,Debit Card,Cancelled,No,0,Williams LLC,andrewhill@example.com,28
